VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2021-01-01 00:39:57,2021-01-01 00:42:49,1,1.13,1,N,236,75,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2021-01-01 00:25:18,2021-01-01 00:28:56,2,.89,1,N,237,229,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2021-01-01 00:10:16,2021-01-01 00:23:36,3,1.92,1,N,164,186,1,10.5,0.5,0.5,10,0,0.3,24.3,2.5
2,2021-01-01 00:59:28,2021-01-01 01:09:04,2,2.15,1,N,230,114,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2021-01-01 00:10:38,2021-01-01 00:21:14,3,1.65,1,N,230,237,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,2021-01-01 00:42:56,2021-01-01 00:52:36,1,2.25,1,N,48,249,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2021-01-01 00:58:46,2021-01-01 01:26:29,2,7.83,1,N,90,36,1,26.5,0.5,0.5,6.06,0,0.3,36.36,2.5
2,2021-01-01 00:21:51,2021-01-01 00:54:12,1,9.61,1,N,230,181,1,31.5,0.5,0.5,10.59,0,0.3,45.89,2.5
2,2021-01-01 00:31:01,2021-01-01 00:48:10,1,9.84,1,N,236,220,1,28,0.5,0.5,6.36,0,0.3,38.16,2.5
2,2021-01-01 00:05:35,2021-01-01 00:11:36,1,2.30,1,N,107,237,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5
2,2021-01-01 00:51:41,2021-01-01 01:07:06,1,4.24,1,N,263,68,1,15,0.5,0.5,2,0,0.3,20.8,2.5
2,2021-01-01 00:58:30,2021-01-01 01:12:08,1,2.60,1,N,238,42,1,11.5,0.5,0.5,3.2,0,0.3,16,0
2,2021-01-01 00:52:23,2021-01-01 00:57:57,1,1.64,1,N,239,24,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2021-01-01 00:30:29,2021-01-01 00:43:03,1,2.24,1,N,48,239,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5
2,2021-01-01 00:20:06,2021-01-01 00:24:53,1,.12,1,N,161,230,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2021-01-01 00:27:03,2021-01-01 00:50:00,1,7.28,1,N,230,261,1,24.5,0.5,0.5,5.66,0,0.3,33.96,2.5
1,2021-01-01 00:09:24,2021-01-01 00:26:31,2,5.10,1,N,234,80,1,18,3,0.5,4.35,0,0.3,26.15,2.5
1,2021-01-01 00:36:30,2021-01-01 00:50:08,1,4.30,1,N,148,43,2,14.5,3,0.5,0,0,0.3,18.3,2.5
1,2021-01-01 00:53:01,2021-01-01 00:59:03,1,2.10,1,N,142,151,1,8,3,0.5,2.95,0,0.3,14.75,2.5
2,2021-01-01 00:41:16,2021-01-01 00:51:46,1,2.59,1,N,107,141,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2021-01-01 00:35:27,2021-01-01 00:38:51,1,.93,1,N,43,239,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,2021-01-01 00:44:16,2021-01-01 00:47:18,1,.61,1,N,239,238,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
1,2021-01-01 00:16:44,2021-01-01 00:19:42,1,.30,1,N,48,48,2,4,3,0.5,0,0,0.3,7.8,2.5
1,2021-01-01 00:26:18,2021-01-01 00:44:57,1,6.10,1,N,74,94,2,21,0.5,0.5,0,0,0.3,22.3,0
2,2021-01-01 00:04:59,2021-01-01 00:28:32,2,5.71,1,N,48,87,2,21,0.5,0.5,0,0,0.3,24.8,2.5
2,2021-01-01 00:55:26,2021-01-01 01:08:14,1,3.58,1,N,186,263,1,12.5,0.5,0.5,4.89,0,0.3,21.19,2.5
2,2020-12-31 13:44:02,2020-12-31 13:53:43,1,3.76,1,N,170,226,1,12.5,0.5,0.5,4.08,0,0.3,20.38,2.5
1,2021-01-01 00:15:46,2021-01-01 00:25:05,1,1.90,1,N,163,238,1,9,3,0.5,0,0,0.3,12.8,2.5
1,2021-01-01 00:31:24,2021-01-01 00:41:50,1,2.10,1,N,239,263,1,9.5,3,0.5,3.3,0,0.3,16.6,2.5
1,2021-01-01 00:54:20,2021-01-01 01:00:01,1,1.60,1,N,263,239,1,7,3,0.5,1,0,0.3,11.8,2.5
2,2021-01-01 00:05:27,2021-01-01 00:11:39,1,1.68,1,N,161,229,1,7,0.5,0.5,1.62,0,0.3,12.42,2.5
2,2021-01-01 00:17:43,2021-01-01 00:30:55,1,6.33,1,N,138,28,1,19.5,0.5,0.5,4.16,0,0.3,24.96,0
2,2021-01-01 00:12:45,2021-01-01 01:03:20,1,23.26,1,N,161,210,1,65.5,0.5,0.5,13.86,0,0.3,83.16,2.5
2,2021-01-01 00:40:06,2021-01-01 01:06:35,2,4.72,1,N,244,42,1,20,0.5,0.5,4.26,0,0.3,25.56,0
2,2021-01-01 00:27:56,2021-01-01 00:40:10,1,7.02,1,N,132,76,2,20.5,0.5,0.5,0,0,0.3,21.8,0
2,2021-01-01 00:18:13,2021-01-01 00:37:36,1,3.05,1,N,48,79,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,2021-01-01 00:10:30,2021-01-01 00:18:31,1,1.55,1,N,230,186,1,7.5,0.5,0.5,2.82,0,0.3,14.12,2.5
2,2021-01-01 00:59:28,2021-01-01 01:11:06,1,3.40,1,N,100,263,1,12,0.5,0.5,3.95,0,0.3,19.75,2.5
1,2021-01-01 00:05:05,2021-01-01 00:16:43,1,2.00,1,N,234,4,2,10,3,0.5,0,0,0.3,13.8,2.5
1,2021-01-01 00:20:49,2021-01-01 00:43:44,1,6.50,1,Y,4,239,2,24,3,0.5,0,0,0.3,27.8,2.5
1,2021-01-01 00:57:23,2021-01-01 01:04:35,1,1.20,1,N,230,142,1,7,3,0.5,0,0,0.3,10.8,2.5
2,2021-01-01 00:39:14,2021-01-01 00:53:57,2,3.96,1,N,100,261,1,13.5,0.5,0.5,0.01,0,0.3,17.31,2.5
1,2021-01-01 00:37:34,2021-01-01 00:45:54,1,2.00,1,N,237,238,2,9,3,0.5,0,0,0.3,12.8,2.5
1,2021-01-01 00:49:15,2021-01-01 00:59:05,2,1.90,1,N,238,262,1,9.5,3,0.5,3.95,0,0.3,17.25,2.5
1,2021-01-01 00:38:00,2021-01-01 00:53:05,1,8.90,1,Y,132,39,2,25.5,0.5,0.5,0,0,0.3,26.8,0
2,2021-01-01 00:20:58,2021-01-01 00:34:23,6,4.51,1,N,113,236,1,14.5,0.5,0.5,4.58,0,0.3,22.88,2.5
2,2021-01-01 00:38:29,2021-01-01 00:41:31,6,.99,1,N,263,141,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2021-01-01 00:43:20,2021-01-01 00:57:03,6,2.79,1,N,141,48,1,12,0.5,0.5,3.95,0,0.3,19.75,2.5
2,2021-01-01 00:24:35,2021-01-01 01:02:28,1,13.03,1,N,230,85,2,41,0.5,0.5,0,0,0.3,44.8,2.5
2,2021-01-01 00:00:04,2021-01-01 00:10:58,1,2.35,1,N,48,141,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2021-01-01 00:51:31,2021-01-01 00:56:21,1,.94,1,N,239,238,2,6,0.5,0.5,0,0,0.3,9.8,2.5
1,2021-01-01 00:25:30,2021-01-01 00:35:34,2,2.50,1,N,263,151,2,10,3,0.5,0,0,0.3,13.8,2.5
2,2021-01-01 00:32:54,2021-01-01 00:40:21,1,1.45,1,N,100,90,1,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2021-01-01 00:46:57,2021-01-01 00:58:26,1,2.36,1,N,100,249,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2021-01-01 00:29:33,2021-01-01 00:57:06,2,8.90,1,N,230,95,1,29,0.5,0.5,9.84,0,0.3,42.64,2.5
2,2021-01-01 00:05:10,2021-01-01 00:17:02,1,3.06,1,N,163,236,1,11.5,0.5,0.5,1,0,0.3,16.3,2.5
2,2021-01-01 00:14:29,2021-01-01 00:19:29,1,.98,1,N,100,90,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2021-01-01 00:39:08,2021-01-01 00:47:31,1,2.19,1,N,48,43,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2021-01-01 00:50:58,2021-01-01 01:01:26,1,2.87,1,N,236,229,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2021-01-01 00:56:19,2021-01-01 00:59:13,1,.47,1,N,230,68,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2021-01-01 00:18:16,2021-01-01 00:19:16,2,.13,1,N,161,161,2,52,0,0.5,0,0,0.3,55.3,2.5
2,2021-01-01 00:19:34,2021-01-01 00:25:49,2,1.13,1,N,161,164,1,6,0.5,0.5,1.76,0,0.3,11.56,2.5
2,2021-01-01 00:59:11,2021-01-01 01:08:05,1,1.41,1,N,141,142,1,8,0.5,0.5,1.5,0,0.3,13.3,2.5
2,2021-01-01 00:23:59,2021-01-01 00:27:16,1,1.38,1,N,141,233,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2021-01-01 00:47:28,2021-01-01 00:49:52,1,.48,1,N,48,50,1,4,0.5,0.5,3.08,0,0.3,10.88,2.5
1,2021-01-01 00:04:41,2021-01-01 00:14:01,0,3.60,1,N,141,226,1,12,3,0.5,3,0,0.3,18.8,2.5
2,2021-01-01 00:15:51,2021-01-01 00:37:58,1,6.34,1,N,100,87,4,-22,-0.5,-0.5,0,0,-0.3,-25.8,-2.5
2,2021-01-01 00:15:51,2021-01-01 00:37:58,1,6.34,1,N,100,87,2,22,0.5,0.5,0,0,0.3,25.8,2.5
2,2021-01-01 00:52:31,2021-01-01 00:59:33,1,.00,5,N,87,87,2,25.8,0,0,0,0,0.3,28.6,2.5
2,2021-01-01 00:37:42,2021-01-01 01:03:48,2,9.34,1,N,233,62,2,29,0.5,0.5,0,0,0.3,32.8,2.5
2,2021-01-01 00:07:21,2021-01-01 00:19:15,1,7.09,1,N,148,129,2,21,0.5,0.5,0,0,0.3,24.8,2.5
2,2021-01-01 00:42:38,2021-01-01 01:02:15,1,8.75,1,N,232,26,2,26,0.5,0.5,0,0,0.3,29.8,2.5
2,2021-01-01 00:23:07,2021-01-01 00:23:28,1,.01,1,N,186,186,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
1,2021-01-01 00:20:32,2021-01-01 00:26:28,2,.80,1,N,151,238,3,6,3,0.5,0,0,0.3,9.8,2.5
1,2021-01-01 00:39:03,2021-01-01 00:55:22,1,3.50,1,N,142,113,1,14,3,0.5,2.67,0,0.3,20.47,2.5
2,2021-01-01 00:35:52,2021-01-01 00:47:39,1,4.39,1,N,236,224,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
2,2021-01-01 00:05:44,2021-01-01 00:13:42,1,2.72,1,N,48,151,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2021-01-01 00:18:24,2021-01-01 00:29:49,1,2.21,1,N,238,48,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2021-01-01 00:25:06,2021-01-01 00:40:28,1,3.12,1,N,230,24,1,13.5,0.5,0.5,3,0,0.3,20.3,2.5
2,2021-01-01 00:46:07,2021-01-01 01:02:32,1,4.45,1,N,238,158,2,16,0.5,0.5,0,0,0.3,19.8,2.5
2,2021-01-01 00:43:42,2021-01-01 00:51:23,2,1.53,1,N,48,239,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5
2,2021-01-01 00:54:24,2021-01-02 00:51:23,2,3.85,1,N,239,68,1,15.5,0.5,0.5,5.79,0,0.3,25.09,2.5
1,2021-01-01 00:08:56,2021-01-01 00:09:55,1,.00,1,N,264,264,3,2.5,0.5,0.5,0,0,0.3,3.8,0
1,2021-01-01 00:20:18,2021-01-01 00:24:26,1,.50,1,N,264,264,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2021-01-01 00:31:08,2021-01-01 00:41:29,1,2.20,1,N,264,264,1,10,0.5,0.5,1,0,0.3,12.3,0
1,2021-01-01 00:57:42,2021-01-01 01:08:18,1,3.10,1,N,264,264,1,11.5,0.5,0.5,1,0,0.3,13.8,0
2,2021-01-01 00:19:34,2021-01-01 00:31:34,1,2.77,1,N,170,239,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,2021-01-01 00:16:38,2021-01-01 00:24:23,3,2.01,1,N,41,263,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2021-01-01 00:28:09,2021-01-01 00:40:08,1,3.35,1,N,263,186,4,-12,-0.5,-0.5,0,0,-0.3,-15.8,-2.5
